,Unnamed: 0,UID,GID,Area,JobName,Partition,ReqNodes,ReqCPUS,Timelimit,Submit,Start,Elapsed,Priority,State,ExitCode
9057,9057,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T21:51:50,03:12:56,1,COMPLETED,0:0
9058,9058,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T21:52:20,03:08:11,1,COMPLETED,0:0
9059,9059,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T21:53:20,03:01:32,1,COMPLETED,0:0
9060,9060,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T21:56:20,03:12:38,1,COMPLETED,0:0
9061,9061,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T00:53:31,03:11:44,1,COMPLETED,0:0
9062,9062,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T00:54:31,03:06:41,1,COMPLETED,0:0
9063,9063,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T00:55:05,03:12:38,1,COMPLETED,0:0
9064,9064,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T00:56:31,03:13:08,1,COMPLETED,0:0
9065,9065,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T01:00:36,03:12:12,1,COMPLETED,0:0
9066,9066,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T01:02:32,03:05:08,1,COMPLETED,0:0
9067,9067,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T01:05:07,03:16:40,1,COMPLETED,0:0
9068,9068,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T01:05:07,03:08:57,1,COMPLETED,0:0
9069,9069,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T01:05:07,03:06:54,1,COMPLETED,0:0
9070,9070,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T01:06:32,03:08:27,1,COMPLETED,0:0
9071,9071,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T01:09:07,03:12:41,1,COMPLETED,0:0
9072,9072,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T01:10:07,03:16:15,1,COMPLETED,0:0
9073,9073,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T04:01:24,03:08:18,1,COMPLETED,0:0
9074,9074,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T04:05:25,03:05:12,1,COMPLETED,0:0
9075,9075,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T04:07:55,03:09:55,1,COMPLETED,0:0
9076,9076,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T04:07:55,03:13:18,1,COMPLETED,0:0
9077,9077,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T04:09:55,03:12:48,1,COMPLETED,0:0
9078,9078,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T04:12:27,03:07:27,1,COMPLETED,0:0
9079,9079,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T04:12:57,03:09:48,1,COMPLETED,0:0
9080,9080,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T04:14:27,03:04:59,1,COMPLETED,0:0
9081,9081,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T04:15:27,03:10:49,1,COMPLETED,0:0
9082,9082,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T04:21:58,03:16:33,1,COMPLETED,0:0
9083,9083,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T04:21:58,03:21:13,1,COMPLETED,0:0
9084,9084,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T04:26:28,03:11:20,1,COMPLETED,0:0
9085,9085,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T07:09:52,03:09:11,1,COMPLETED,0:0
9086,9086,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T07:10:52,03:10:37,1,COMPLETED,0:0
9087,9087,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T07:17:52,03:08:00,1,COMPLETED,0:0
9088,9088,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T07:19:32,03:09:25,1,COMPLETED,0:0
9089,9089,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T07:20:22,03:10:59,1,COMPLETED,0:0
9090,9090,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T07:21:22,03:08:24,1,COMPLETED,0:0
9091,9091,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T07:22:53,03:12:12,1,COMPLETED,0:0
9092,9092,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T07:22:53,03:06:54,1,COMPLETED,0:0
9093,9093,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T07:26:23,03:12:16,1,COMPLETED,0:0
9094,9094,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T07:37:53,03:12:36,1,COMPLETED,0:0
9095,9095,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T07:38:32,03:10:14,1,COMPLETED,0:0
9096,9096,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T07:43:24,03:17:08,1,COMPLETED,0:0
9097,9097,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T10:19:08,03:05:54,1,COMPLETED,0:0
9098,9098,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T10:21:32,03:08:16,1,COMPLETED,0:0
9099,9099,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T10:26:08,03:14:08,1,COMPLETED,0:0
9100,9100,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T10:29:09,03:11:10,1,COMPLETED,0:0
9101,9101,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T10:30:09,03:08:11,1,COMPLETED,0:0
9102,9102,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-12T10:30:09,03:06:27,1,COMPLETED,0:0
9103,9103,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:46:53,03:48:05,1,COMPLETED,0:0
9104,9104,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:46:53,03:57:26,1,COMPLETED,0:0
9105,9105,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:46:53,03:56:02,1,COMPLETED,0:0
9106,9106,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:46:53,04:15:49,1,COMPLETED,0:0
9107,9107,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:46:53,03:59:55,1,COMPLETED,0:0
9108,9108,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:46:53,03:53:33,1,COMPLETED,0:0
9109,9109,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:46:53,03:52:32,1,COMPLETED,0:0
9110,9110,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:46:53,03:54:42,1,COMPLETED,0:0
9111,9111,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:46:53,04:03:15,1,COMPLETED,0:0
9112,9112,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:46:53,04:00:38,1,COMPLETED,0:0
9113,9113,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:46:53,04:03:46,1,COMPLETED,0:0
9114,9114,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:46:53,03:55:34,1,COMPLETED,0:0
9115,9115,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:46:53,04:16:29,1,COMPLETED,0:0
9116,9116,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:46:53,04:02:09,1,COMPLETED,0:0
9117,9117,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:46:53,03:52:54,1,COMPLETED,0:0
9118,9118,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:46:53,03:56:21,1,COMPLETED,0:0
9119,9119,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:46:53,03:59:56,1,COMPLETED,0:0
9120,9120,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:46:53,03:56:40,1,COMPLETED,0:0
9121,9121,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:46:53,03:53:40,1,COMPLETED,0:0
9122,9122,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:47:53,04:02:03,1,COMPLETED,0:0
9123,9123,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:47:53,03:57:26,1,COMPLETED,0:0
9124,9124,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:47:53,04:02:10,1,COMPLETED,0:0
9125,9125,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:47:53,04:00:58,1,COMPLETED,0:0
9126,9126,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:47:53,03:59:39,1,COMPLETED,0:0
9127,9127,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:47:53,04:00:43,1,COMPLETED,0:0
9128,9128,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:47:53,03:58:19,1,COMPLETED,0:0
9129,9129,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:47:53,04:01:19,1,COMPLETED,0:0
9130,9130,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:47:53,03:52:18,1,COMPLETED,0:0
9131,9131,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:47:53,03:57:44,1,COMPLETED,0:0
9132,9132,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:47:53,03:55:41,1,COMPLETED,0:0
9133,9133,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:47:53,03:57:08,1,COMPLETED,0:0
9134,9134,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:47:53,04:09:40,1,COMPLETED,0:0
9135,9135,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:47:53,03:59:10,1,COMPLETED,0:0
9136,9136,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:47:53,04:14:22,1,COMPLETED,0:0
9137,9137,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:47:53,03:52:45,1,COMPLETED,0:0
9138,9138,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:47:53,03:53:42,1,COMPLETED,0:0
9139,9139,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:47:53,04:16:07,1,COMPLETED,0:0
9140,9140,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:47:53,04:06:25,1,COMPLETED,0:0
9141,9141,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:47:53,03:58:34,1,COMPLETED,0:0
9142,9142,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:47:53,04:00:24,1,COMPLETED,0:0
9143,9143,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:47:53,03:57:59,1,COMPLETED,0:0
9144,9144,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:47:53,03:56:34,1,COMPLETED,0:0
9145,9145,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:47:53,03:59:20,1,COMPLETED,0:0
9146,9146,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:47:53,04:00:06,1,COMPLETED,0:0
9147,9147,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:47:53,03:52:02,1,COMPLETED,0:0
9148,9148,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:47:53,04:14:30,1,COMPLETED,0:0
9149,9149,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:47:53,04:10:34,1,COMPLETED,0:0
9150,9150,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:47:53,04:11:01,1,COMPLETED,0:0
9151,9151,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:47:53,04:03:27,1,COMPLETED,0:0
9152,9152,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:47:53,04:01:54,1,COMPLETED,0:0
9153,9153,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:47:53,03:58:50,1,COMPLETED,0:0
9154,9154,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:47:53,03:56:24,1,COMPLETED,0:0
9155,9155,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:47:53,03:50:03,1,COMPLETED,0:0
9156,9156,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:47:53,03:56:41,1,COMPLETED,0:0
9157,9157,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T07:47:53,04:01:03,1,COMPLETED,0:0
9158,9158,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T10:17:56,03:55:29,1,COMPLETED,0:0
9159,9159,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T10:17:56,03:56:45,1,COMPLETED,0:0
9160,9160,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T10:19:57,03:52:26,1,COMPLETED,0:0
9161,9161,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T10:22:27,03:52:41,1,COMPLETED,0:0
9162,9162,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T10:22:27,03:55:46,1,COMPLETED,0:0
9163,9163,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T10:22:27,04:15:53,1,COMPLETED,0:0
9164,9164,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T10:23:57,03:59:26,1,COMPLETED,0:0
9165,9165,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T10:24:57,03:59:12,1,COMPLETED,0:0
9166,9166,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T10:25:35,03:57:31,1,COMPLETED,0:0
9167,9167,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T10:26:35,03:57:42,1,COMPLETED,0:0
9168,9168,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T10:27:35,04:06:11,1,COMPLETED,0:0
9169,9169,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T10:29:05,04:03:04,1,COMPLETED,0:0
9170,9170,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T10:30:06,03:59:51,1,COMPLETED,0:0
9171,9171,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T10:31:06,04:01:30,1,COMPLETED,0:0
9172,9172,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T10:32:06,03:58:35,1,COMPLETED,0:0
9173,9173,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T10:32:36,03:55:23,1,COMPLETED,0:0
9174,9174,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T10:33:06,03:56:35,1,COMPLETED,0:0
9175,9175,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T10:33:06,03:56:19,1,COMPLETED,0:0
9176,9176,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T10:34:06,03:53:44,1,COMPLETED,0:0
9177,9177,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T10:34:06,04:07:49,1,COMPLETED,0:0
9178,9178,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T10:34:06,04:01:34,1,COMPLETED,0:0
9179,9179,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T10:36:06,03:48:04,1,COMPLETED,0:0
9180,9180,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T10:36:06,04:06:45,1,COMPLETED,0:0
9181,9181,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T10:37:06,04:00:47,1,COMPLETED,0:0
9182,9182,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T10:38:07,03:56:05,1,COMPLETED,0:0
9183,9183,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T10:38:37,04:02:03,1,COMPLETED,0:0
9184,9184,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T10:39:07,04:03:55,1,COMPLETED,0:0
9185,9185,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T10:40:37,03:55:21,1,COMPLETED,0:0
9186,9186,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T10:40:37,03:55:23,1,COMPLETED,0:0
9187,9187,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T10:49:37,03:53:01,1,COMPLETED,0:0
9188,9188,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T10:54:08,03:49:14,1,COMPLETED,0:0
9189,9189,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T10:55:09,03:55:38,1,COMPLETED,0:0
9190,9190,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T11:08:41,04:10:20,1,COMPLETED,0:0
9191,9191,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T11:20:41,03:56:05,1,COMPLETED,0:0
9192,9192,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T11:28:11,04:01:41,1,COMPLETED,0:0
9193,9193,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T11:31:42,04:13:42,1,COMPLETED,0:0
9194,9194,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T11:44:43,04:02:21,1,COMPLETED,0:0
9195,9195,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T11:45:13,03:56:00,1,COMPLETED,0:0
9196,9196,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T11:45:44,03:59:46,1,COMPLETED,0:0
9197,9197,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T11:46:14,03:58:51,1,COMPLETED,0:0
9198,9198,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T11:46:14,03:53:43,1,COMPLETED,0:0
9199,9199,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T11:46:45,03:58:49,1,COMPLETED,0:0
9200,9200,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T11:46:45,04:08:39,1,COMPLETED,0:0
9201,9201,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T11:47:15,03:59:24,1,COMPLETED,0:0
9202,9202,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T11:47:15,04:01:22,1,COMPLETED,0:0
9203,9203,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T11:47:15,03:53:18,1,COMPLETED,0:0
9204,9204,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T11:47:15,04:02:36,1,COMPLETED,0:0
9205,9205,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T11:47:45,04:11:57,1,COMPLETED,0:0
9206,9206,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T11:47:45,04:00:24,1,COMPLETED,0:0
9207,9207,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T11:47:45,03:57:02,1,COMPLETED,0:0
9208,9208,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T11:48:15,03:53:12,1,COMPLETED,0:0
9209,9209,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T11:48:46,03:58:45,1,COMPLETED,0:0
9210,9210,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T11:49:16,03:59:22,1,COMPLETED,0:0
9211,9211,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T11:49:16,03:51:38,1,COMPLETED,0:0
9212,9212,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T11:49:16,04:05:14,1,COMPLETED,0:0
9213,9213,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T11:49:16,04:02:04,1,COMPLETED,0:0
9214,9214,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T11:50:16,03:57:37,1,COMPLETED,0:0
9215,9215,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T11:50:16,04:01:09,1,COMPLETED,0:0
9216,9216,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T11:50:16,03:55:50,1,COMPLETED,0:0
9217,9217,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T11:50:16,03:55:03,1,COMPLETED,0:0
9218,9218,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T11:50:46,03:52:08,1,COMPLETED,0:0
9219,9219,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T11:57:46,04:09:50,1,COMPLETED,0:0
9220,9220,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T11:58:47,04:19:09,1,COMPLETED,0:0
9221,9221,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T11:59:59,04:13:57,1,COMPLETED,0:0
9222,9222,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T12:02:29,04:08:55,1,COMPLETED,0:0
9223,9223,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T12:02:59,04:11:03,1,COMPLETED,0:0
9224,9224,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T12:03:30,04:12:50,1,COMPLETED,0:0
9225,9225,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:04,2021-09-11T14:12:53,03:53:47,1,COMPLETED,0:0
9226,9226,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:05,2021-09-09T21:20:44,03:52:50,1,COMPLETED,0:0
9227,9227,86601,79320,radiophys,las_batch,tornado,1,1,08:00:00,2021-09-06T09:34:05,2021-09-09T21:25:14,04:22:48,1,COMPLETED,0:0
